system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,ID,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,Target,WVP,.geo
000000000000000006f6_0,0.03285,0.08235,0.32665,0.2858,0.1512,0.1973,0.2264,0.23205,0.2815,0.30405,0.3212,0.32035,0.32255,283,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0155,0.0201,0.02295,0,0.24625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36139802818144,34.25918473775881]}"
000000000000000006f7_0,0.03285,0.09695,0.3327,0.28065,0.1589,0.2031,0.2261,0.23315,0.27305,0.29345,0.3141,0.31215,0.3062,284,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01605,0.02075,0.0231,0,0.24595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3619370173519,34.25918473775881]}"
000000000000000006f8_0,0.03285,0.09695,0.3421,0.29515,0.1611,0.2049,0.2372,0.2366,0.26735,0.2905,0.3,0.30675,0.3062,285,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0165,0.02085,0.02325,0,0.24255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36211668040873,34.25918473775881]}"
000000000000000006f9_0,0.03285,0.09695,0.32915,0.2871,0.1476,0.1902,0.213,0.2331,0.26795,0.29095,0.276,0.30265,0.3062,286,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0149,0.0194,0.02165,0,0.241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36229634346556,34.259094906230395]}"
000000000000000006fa_0,0.03285,0.0982,0.34695,0.3153,0.1505,0.1928,0.2215,0.2516,0.2671,0.28515,0.2899,0.28845,0.30615,287,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0153,0.01955,0.02265,0,0.23665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3626556695792,34.25900507470198]}"
000000000000000006fb_0,0.03285,0.11495,0.34705,0.3095,0.1409,0.1866,0.2082,0.2436,0.24925,0.2708,0.2591,0.27885,0.2966,288,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0142,0.01905,0.02125,0,0.23765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36256583805078,34.25882541164516]}"
000000000000000006fc_0,0.03285,0.10625,0.3381,0.30545,0.1393,0.1757,0.1994,0.2396,0.25275,0.271,0.2481,0.278,0.30975,289,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01435,0.0179,0.0204,0,0.2389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36220651193715,34.25882541164516]}"
000000000000000006fd_0,0.03285,0.09695,0.33625,0.30295,0.1302,0.1693,0.2023,0.2413,0.2609,0.2761,0.2902,0.2984,0.3062,290,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01325,0.01725,0.0205,0,0.2344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36238617499397,34.258915243173576]}"
000000000000000006fe_0,0.03285,0.11495,0.35205,0.32565,0.1692,0.2112,0.239,0.25235,0.2807,0.29335,0.2876,0.30475,0.2966,291,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0172,0.0215,0.0237,0,0.2448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36247600652237,34.258645748588336]}"
000000000000000006ff_0,0.03285,0.10625,0.3475,0.30865,0.1678,0.2106,0.2421,0.25005,0.2608,0.27125,0.2748,0.2943,0.30975,292,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01725,0.0215,0.0238,0,0.2354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36229634346556,34.25873558011675]}"
00000000000000000700_0,0.0329,0.0918,0.34535,0.30475,0.156,0.2006,0.2371,0.2449,0.27115,0.29305,0.2957,0.307,0.31305,293,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01585,0.02045,0.0231,0,0.244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36310482722126,34.25828642247469]}"
00000000000000000701_0,0.0329,0.0918,0.3422,0.28885,0.12085,0.16,0.1714,0.24845,0.2808,0.3081,0.3021,0.31435,0.31305,294,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0125,0.01625,0.01745,0,0.2461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3633743218065,34.25819659094628]}"
00000000000000000702_0,0.03265,0.05905,0.2511,0.19495,0.05795,0.0953,0.0874,0.15295,0.2486,0.2916,0.2902,0.3022,0.32155,295,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00635,0.0096,0.00875,0,0.23525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35484032660736,34.25702878107692]}"
00000000000000000703_0,0.03265,0.05905,0.2511,0.19495,0.0484,0.0907,0.08085,0.15295,0.2486,0.2916,0.3142,0.3022,0.32155,296,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00485,0.00925,0.00825,0,0.23525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35501998966419,34.25711861260533]}"
00000000000000000704_0,0.03265,0.05905,0.2511,0.19495,0.0484,0.0907,0.08085,0.15295,0.2486,0.2916,0.3142,0.3022,0.32155,297,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00485,0.00925,0.00825,0,0.23525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35493015813577,34.25711861260533]}"
00000000000000000705_0,0.03265,0.05905,0.2511,0.19495,0.07055,0.09855,0.10505,0.15295,0.2486,0.2916,0.2849,0.3022,0.32155,298,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.0066,0.01035,0.0107,0,0.23525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35493015813577,34.25702878107692]}"
00000000000000000706_0,0.03265,0.05905,0.24665,0.1835,0.06365,0.08795,0.08585,0.1516,0.2395,0.2788,0.2863,0.28625,0.32155,299,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.0064,0.009,0.00885,0,0.22725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35475049507895,34.25693894954851]}"
00000000000000000707_0,0.03265,0.05905,0.24665,0.1835,0.0688,0.1028,0.10305,0.1516,0.2395,0.2788,0.283,0.28625,0.32155,300,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00675,0.0106,0.0105,0,0.22725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35466066355053,34.2568491180201]}"
00000000000000000708_0,0.03265,0.06895,0.23915,0.19415,0.1056,0.1458,0.155,0.1468,0.2447,0.2574,0.2381,0.3006,0.3163,301,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0109,0.0147,0.0157,0,0.2352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35457083202212,34.256759286491686]}"
00000000000000000709_0,0.0326,0.06895,0.1945,0.12495,0.0244,0.0483,0.04855,0.1114,0.2409,0.2858,0.2921,0.31505,0.3163,302,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0025,0.0049,0.0049,0,0.239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3543013374369,34.25657962343486]}"
0000000000000000070a_0,0.0326,0.06895,0.25865,0.20585,0.05525,0.0948,0.09115,0.17295,0.26575,0.30575,0.2896,0.3263,0.3163,303,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00545,0.00975,0.00935,0,0.23795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35412167438007,34.25657962343486]}"
0000000000000000070b_0,0.0326,0.06895,0.1945,0.12495,0.0194,0.05465,0.04,0.1114,0.2409,0.2858,0.2866,0.31505,0.3163,304,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.0022,0.00555,0.0044,0,0.239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3543013374369,34.25648979190645]}"
0000000000000000070c_0,0.03265,0.06895,0.21145,0.14245,0.03295,0.0639,0.0492,0.12215,0.25695,0.3076,0.305,0.31975,0.3163,305,5.0E-5,0.0,0.0,0.0,0.0,4.0E-4,0.0037,0.0065,0.0051,0,0.23815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.35457083202212,34.25657962343486]}"
0000000000000000070d_0,0.0326,0.0773,0.24505,0.1771,0.0514,0.09295,0.08815,0.1407,0.2293,0.26615,0.2347,0.2825,0.3076,306,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00535,0.00945,0.009,0,0.2303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34918094031741,34.25397450911092]}"
0000000000000000070e_0,0.0326,0.0773,0.24505,0.1771,0.0263,0.0621,0.04575,0.1407,0.2293,0.26615,0.2783,0.2825,0.3076,307,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.00245,0.0066,0.0047,0,0.2303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34927077184582,34.25397450911092]}"
0000000000000000070f_0,0.0326,0.0773,0.2533,0.19575,0.0755,0.1078,0.11235,0.1467,0.25115,0.2819,0.2357,0.30275,0.3076,308,0.0,0.0,0.0,0.0,0.0,4.5E-4,0.0078,0.0109,0.0113,0,0.23505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.349091108789,34.253884677582505]}"
00000000000000000710_0,0.0326,0.0773,0.25835,0.1779,0.03545,0.0697,0.0563,0.149,0.28355,0.3245,0.3256,0.34945,0.3076,309,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00355,0.00715,0.00585,0,0.2372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34891144573217,34.25379484605409]}"
00000000000000000711_0,0.0326,0.0797,0.32965,0.2914,0.1685,0.234,0.2548,0.24675,0.2866,0.30975,0.3063,0.3232,0.31275,310,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01745,0.02315,0.0246,0,0.23865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34980976101629,34.25397450911092]}"
00000000000000000712_0,0.0326,0.10155,0.3677,0.33755,0.197,0.2379,0.2738,0.2798,0.2866,0.29235,0.3077,0.30525,0.30535,311,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0198,0.02415,0.02545,0,0.2323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34882161420376,34.25307619382679]}"
00000000000000000713_0,0.0326,0.0996,0.3279,0.29345,0.1511,0.1934,0.2227,0.22785,0.25485,0.27455,0.2733,0.28305,0.2921,312,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01585,0.01965,0.0225,0,0.2271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34864195114693,34.25307619382679]}"
00000000000000000714_0,0.03155,0.0858,0.3428,0.3032,0.1344,0.1699,0.20455,0.2592,0.2775,0.28875,0.2873,0.3004,0.2977,313,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0138,0.0173,0.02095,0,0.22105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33148412922026,34.24364388334354]}"
00000000000000000715_0,0.03155,0.07355,0.3572,0.3149,0.1181,0.173,0.1965,0.25065,0.28365,0.30065,0.3077,0.31115,0.3146,314,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0125,0.01745,0.01985,0,0.22645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33211294991914,34.24355405181513]}"
00000000000000000716_0,0.03155,0.04655,0.2319,0.135,0.03915,0.06995,0.0532,0.1241,0.2957,0.35965,0.3281,0.3712,0.33855,315,5.0E-5,0.0,0.0,0.0,0.0,4.0E-4,0.00385,0.00735,0.00555,0,0.23875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33220278144755,34.244093040985604]}"
00000000000000000717_0,0.03155,0.04655,0.2227,0.13695,0.0444,0.081,0.06225,0.13035,0.3166,0.3679,0.3996,0.396,0.33855,316,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00445,0.00835,0.00635,0,0.2357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33202311839072,34.24427270404242]}"
00000000000000000718_0,0.03155,0.06705,0.31245,0.26205,0.1281,0.1585,0.1832,0.20605,0.26255,0.28205,0.2797,0.30885,0.31065,317,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01305,0.0162,0.0188,0,0.21955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33130446616343,34.244093040985604]}"
00000000000000000719_0,0.03155,0.06775,0.2819,0.22815,0.1182,0.15055,0.17805,0.17575,0.243,0.2754,0.27805,0.29195,0.3125,318,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0117,0.01535,0.01835,0,0.2092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33067564546455,34.24355405181513]}"
0000000000000000071a_0,0.03125,0.05175,0.35025,0.29985,0.1712,0.2149,0.2463,0.255,0.2708,0.29245,0.29105,0.30545,0.32705,319,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0171,0.02195,0.02395,0,0.2054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31109237227074,34.2358285403717]}"
0000000000000000071b_0,0.03125,0.05175,0.3481,0.3008,0.1771,0.2247,0.24635,0.2656,0.2909,0.3141,0.3102,0.3199,0.32705,320,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01795,0.0228,0.0236,0,0.22175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31091270921392,34.2358285403717]}"
0000000000000000071c_0,0.0312,0.1572,0.3436,0.29285,0.1461,0.2045,0.2353,0.29155,0.28255,0.29595,0.2533,0.2976,0.3196,321,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01495,0.0208,0.02355,0,0.21515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31324832895262,34.23519971967282]}"
0000000000000000071d_0,0.0312,0.1572,0.36245,0.3188,0.1611,0.1925,0.2401,0.30885,0.29795,0.32055,0.2619,0.31,0.3196,322,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0165,0.0196,0.0239,0,0.22155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31351782353786,34.23519971967282]}"
0000000000000000071e_0,0.03115,0.1295,0.3109,0.2681,0.1317,0.1715,0.2028,0.24225,0.25765,0.27455,0.27185,0.28105,0.3065,323,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01325,0.0174,0.02055,0,0.2036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31414664423674,34.23510988814441]}"
0000000000000000071f_0,0.03115,0.0847,0.27765,0.2083,0.1252,0.1706,0.17745,0.16985,0.28755,0.3295,0.30085,0.3399,0.34395,324,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01295,0.0174,0.01795,0,0.2246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31127203532756,34.23421157286029]}"
00000000000000000720_0,0.03115,0.1611,0.40715,0.3668,0.2022,0.262,0.2998,0.32565,0.32145,0.32745,0.3206,0.33605,0.32445,325,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0205,0.0255,0.0255,0,0.23595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31001439392979,34.234301404388695]}"
00000000000000000721_0,0.03115,0.14985,0.3586,0.32745,0.1656,0.2146,0.2468,0.2675,0.26635,0.27755,0.2793,0.28295,0.28755,326,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01685,0.0219,0.0241,0,0.21235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31261950825375,34.234121741331876]}"
00000000000000000722_0,0.03115,0.15205,0.39235,0.3488,0.1971,0.25375,0.29375,0.32085,0.3159,0.32165,0.31535,0.3275,0.29805,327,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02035,0.02515,0.02545,0,0.2332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31028388851503,34.233852246746636]}"
00000000000000000723_0,0.03115,0.1471,0.37325,0.33435,0.183,0.2351,0.2756,0.29375,0.2906,0.2986,0.293,0.30185,0.30465,328,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0186,0.02385,0.0255,0,0.2183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30956523628774,34.23322342604776]}"
00000000000000000724_0,0.03115,0.14185,0.33875,0.2993,0.1674,0.2102,0.237,0.2666,0.26575,0.27555,0.2581,0.2751,0.2933,329,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01715,0.0214,0.02355,0,0.20815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30911607864567,34.234301404388695]}"
00000000000000000725_0,0.03115,0.0747,0.3843,0.3236,0.1763,0.2218,0.2606,0.2783,0.3027,0.31045,0.3141,0.33195,0.3565,330,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.018,0.02245,0.0249,0,0.2165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30731944807744,34.23376241521822]}"
00000000000000000726_0,0.03115,0.09945,0.4121,0.3558,0.1869,0.2551,0.2954,0.3191,0.34615,0.35955,0.3676,0.3723,0.3584,331,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01925,0.02455,0.0255,0,0.22645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30749911113426,34.23349292063299]}"
00000000000000000727_0,0.03045,0.0944,0.32225,0.28175,0.1396,0.19305,0.22375,0.24495,0.27055,0.28695,0.28545,0.29685,0.30135,332,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0142,0.0197,0.0229,0,0.20025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28584971278698,34.21076554394477]}"
00000000000000000728_0,0.03045,0.11035,0.33985,0.3082,0.1206,0.1724,0.1994,0.24825,0.2606,0.27035,0.25145,0.28065,0.28335,333,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01195,0.01755,0.02055,0,0.1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28611920737222,34.211214701586826]}"
00000000000000000729_0,0.03045,0.07515,0.3303,0.2896,0.1312,0.17055,0.20045,0.22265,0.24155,0.2456,0.2542,0.27825,0.3084,334,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01375,0.0174,0.0203,0,0.18335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28584971278698,34.21157402770047]}"
0000000000000000072a_0,0.03045,0.07515,0.3303,0.2896,0.1337,0.1714,0.1959,0.22265,0.24155,0.2456,0.24885,0.27825,0.3084,335,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01345,0.0175,0.01995,0,0.18335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28584971278698,34.211663859228885]}"
0000000000000000072b_0,0.03045,0.11035,0.34175,0.31035,0.1435,0.18595,0.217,0.2445,0.25755,0.27865,0.2612,0.284,0.28335,336,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0149,0.01885,0.02205,0,0.1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28558021820174,34.21130453311524]}"
0000000000000000072c_0,0.0305,0.1072,0.33545,0.31045,0.1473,0.18685,0.2164,0.2349,0.24315,0.2548,0.2399,0.26225,0.28205,337,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01495,0.0191,0.0219,0,0.1883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28647853348586,34.21112487005841]}"
0000000000000000072d_0,0.03055,0.0829,0.2991,0.26465,0.1419,0.1714,0.1774,0.22405,0.2406,0.2557,0.2525,0.26415,0.29015,338,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01435,0.01765,0.01815,0,0.18225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28728701724157,34.21103503853]}"
0000000000000000072e_0,0.0306,0.07355,0.31915,0.2748,0.1216,0.1583,0.1714,0.2168,0.24115,0.26,0.2657,0.26715,0.28915,339,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0123,0.01625,0.0175,0,0.20035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28926331086663,34.21184352228571]}"
0000000000000000072f_0,0.0306,0.07745,0.2912,0.2443,0.1037,0.1384,0.1488,0.1982,0.23875,0.2576,0.26815,0.27135,0.2878,340,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0108,0.01415,0.0151,0,0.2001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28989213156552,34.212382511456184]}"
00000000000000000730_0,0.0306,0.07745,0.3031,0.2641,0.1317,0.1777,0.1998,0.2137,0.25255,0.2675,0.26915,0.2848,0.2878,341,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0135,0.0181,0.02025,0,0.2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28980230003711,34.21220284839936]}"
00000000000000000731_0,0.0306,0.06375,0.2891,0.24245,0.1135,0.1523,0.1678,0.1842,0.2377,0.2709,0.2603,0.2818,0.3032,342,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01155,0.01555,0.0172,0,0.20375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28989213156552,34.21184352228571]}"
00000000000000000732_0,0.03075,0.11385,0.3555,0.31565,0.1858,0.2318,0.24865,0.27835,0.2874,0.3024,0.2935,0.3013,0.2593,343,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01905,0.02345,0.02385,0,0.2258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29177859366217,34.20995706018906]}"
00000000000000000733_0,0.0307,0.1241,0.3498,0.3136,0.2022,0.24145,0.26135,0.2767,0.27445,0.2799,0.28045,0.28785,0.24605,344,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02055,0.02435,0.0253,0,0.22615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2912396044917,34.209777397132235]}"
00000000000000000734_0,0.0307,0.09395,0.34065,0.31345,0.2307,0.2765,0.28955,0.2946,0.2904,0.29545,0.2988,0.2966,0.25855,345,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02355,0.0255,0.0255,0,0.2028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29105994143488,34.209328239490176]}"
00000000000000000735_0,0.0307,0.09395,0.29725,0.2628,0.2039,0.2489,0.2662,0.2416,0.23935,0.26065,0.2687,0.2538,0.25855,346,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0207,0.02495,0.02545,0,0.1988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29088027837805,34.20914857643335]}"
00000000000000000736_0,0.03075,0.133,0.2965,0.25685,0.1722,0.20875,0.2214,0.23775,0.2352,0.24465,0.24365,0.2445,0.25375,347,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0178,0.0212,0.0218,0,0.1946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29150909907693,34.209328239490176]}"
00000000000000000737_0,0.03075,0.133,0.29325,0.25455,0.169,0.2035,0.2178,0.23355,0.2271,0.24845,0.2253,0.23485,0.25375,348,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01725,0.0208,0.0222,0,0.19575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29168876213376,34.20959773407541]}"
00000000000000000738_0,0.0303,0.1849,0.46915,0.421,0.2434,0.3163,0.375,0.3811,0.3679,0.3727,0.384,0.38115,0.3674,349,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0238,0.0255,0.02545,0,0.1941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28028015802543,34.21157402770047]}"
00000000000000000739_0,0.0303,0.1712,0.45475,0.4171,0.2161,0.2753,0.329,0.36195,0.34665,0.35105,0.3452,0.3634,0.3413,350,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02185,0.0255,0.0255,0,0.1954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28081914719591,34.21220284839936]}"
0000000000000000073a_0,0.0303,0.1756,0.4653,0.42395,0.2373,0.2974,0.3492,0.36495,0.3566,0.3667,0.3756,0.3689,0.3593,351,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0236,0.0255,0.0255,0,0.19835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28135813636638,34.21139436464365]}"
0000000000000000073b_0,0.03035,0.1355,0.32505,0.27165,0.09,0.1354,0.1516,0.23005,0.2611,0.28795,0.2764,0.301,0.32665,352,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0092,0.01385,0.0157,0,0.1874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28252594623574,34.21220284839936]}"
0000000000000000073c_0,0.0304,0.1137,0.29255,0.23415,0.0586,0.08825,0.0953,0.19215,0.257,0.2864,0.29565,0.30695,0.33075,353,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00575,0.009,0.00985,0,0.1868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2829751038778,34.21229267992777]}"
0000000000000000073d_0,0.03045,0.03035,0.20025,0.12245,0.024,0.05875,0.0375,0.0979,0.26745,0.336,0.3546,0.34185,0.3442,354,0.0,0.0,0.0,0.0,0.0,4.0E-4,0.00245,0.0059,0.0038,0,0.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.28423274527556,34.2117536907573]}"
0000000000000000073e_0,0.03025,0.186,0.44815,0.4095,0.1938,0.251,0.29805,0.3398,0.3306,0.3429,0.3248,0.3512,0.3947,355,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0196,0.02465,0.0255,0,0.18635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27722588605944,34.21040621783112]}"
0000000000000000073f_0,0.03025,0.17975,0.42555,0.3799,0.2312,0.2777,0.3162,0.33005,0.3419,0.3539,0.3604,0.37465,0.3849,356,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0232,0.02495,0.02545,0,0.1864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27803436981515,34.20995706018906]}"
00000000000000000740_0,0.03025,0.15195,0.4719,0.42285,0.2422,0.3019,0.3618,0.38985,0.38965,0.3988,0.3884,0.40785,0.3892,357,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.024,0.02545,0.02545,0,0.20075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27740554911625,34.20986722866065]}"
00000000000000000741_0,0.03025,0.186,0.44555,0.3937,0.2071,0.2703,0.3279,0.3418,0.34155,0.3608,0.3722,0.3659,0.3947,358,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0209,0.02535,0.0255,0,0.18455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27713605453103,34.21013672324588]}"
00000000000000000742_0,0.03025,0.15195,0.46295,0.4154,0.193,0.2606,0.3107,0.3837,0.38845,0.39665,0.38815,0.40825,0.3892,359,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02025,0.0247,0.02535,0,0.20045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27758521217308,34.20968756560382]}"
00000000000000000743_0,0.03025,0.1785,0.45525,0.4093,0.2383,0.2987,0.3521,0.3758,0.3681,0.379,0.3718,0.389,0.38135,360,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02385,0.0255,0.0255,0,0.1939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27830386440037,34.20959773407541]}"
00000000000000000744_0,0.03025,0.1785,0.43715,0.38525,0.1942,0.26165,0.31155,0.3462,0.3618,0.3782,0.37845,0.38355,0.38135,361,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0196,0.0243,0.0253,0,0.1925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.27866319051402,34.20986722866065]}"
00000000000000000745_0,0.03025,0.13995,0.43915,0.3993,0.2108,0.2721,0.3255,0.33275,0.332,0.35075,0.35345,0.3547,0.3517,362,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0212,0.0247,0.0255,0,0.1878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2792920112129,34.20941807101859]}"
