system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,ID,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,Target,WVP,.geo
00000000000000000ecc_0,0.0216,0.1353,0.4666,0.413,0.1676,0.2344,0.3066,0.3347,0.3488,0.3589,0.382,0.3793,0.3873,827,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0171,0.0239,0.0255,0,0.1127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.75269336327158,31.912246226468145]}"
00000000000000000ecd_0,0.0216,0.1046,0.4522,0.4011,0.1544,0.2254,0.3112,0.3467,0.3599,0.3742,0.3804,0.3937,0.3594,828,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0157,0.023,0.0255,0,0.1212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.71083187103161,31.93730922289508]}"
00000000000000000ece_0,0.0216,0.1528,0.4997,0.4701,0.1782,0.2526,0.3542,0.4035,0.4057,0.416,0.4072,0.4223,0.4331,829,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0182,0.0255,0.0255,0,0.1124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.7513458903454,31.903442736683775]}"
00000000000000000ecf_0,0.0216,0.0589,0.2627,0.1683,0.0802,0.1166,0.1512,0.1767,0.2465,0.2772,0.3082,0.3125,0.3256,830,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0081,0.0119,0.0154,0,0.1149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.58794234016406,31.922127694593463]}"
00000000000000000ed0_0,0.0216,0.0496,0.1847,0.1197,0.0654,0.0954,0.0888,0.1354,0.2221,0.2517,0.261,0.2603,0.2504,831,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0067,0.0097,0.0089,0,0.1299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.604381509863444,31.924463314332172]}"
00000000000000000ed1_0,0.0219,0.0581,0.2951,0.29445,0.07935,0.1116,0.1499,0.16615,0.17165,0.1864,0.2043,0.1991,0.18725,832,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0084,0.01155,0.01545,0,0.10435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.78431406127259,31.789716021714245]}"
00000000000000000ed2_0,0.0219,0.08855,0.47065,0.34145,0.1572,0.2392,0.3616,0.407,0.4183,0.44465,0.48,0.4764,0.4552,833,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01595,0.0244,0.0255,0,0.1137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.77739703358487,31.78217017332764]}"
00000000000000000ed3_0,0.0213,0.1571,0.4034,0.3804,0.2173,0.2793,0.3215,0.34105,0.34535,0.34225,0.3461,0.35005,0.32985,834,0.00105,0.0,0.0,0.0,0.0,7.0E-4,0.02225,0.0255,0.0255,0,0.14135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.27514895823364,32.029925528687805]}"
00000000000000000ed4_0,0.0213,0.157,0.4085,0.39225,0.2402,0.2967,0.354,0.3287,0.3317,0.34495,0.3936,0.34985,0.3219,835,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0244,0.0255,0.0255,0,0.13475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.27308283308017,32.027589908949096]}"
00000000000000000ed5_0,0.0213,0.1584,0.45955,0.44605,0.2488,0.2972,0.3486,0.3453,0.3463,0.35525,0.3807,0.3633,0.33765,836,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.02495,0.0255,0.0255,0,0.1308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.27622693657459,32.026152604494506]}"
00000000000000000ed6_0,0.0216,0.1549,0.3866,0.3736,0.1588,0.2008,0.2344,0.2914,0.3012,0.3134,0.288,0.3181,0.3368,837,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0161,0.02,0.0238,0,0.13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.293744084614914,31.990848813828606]}"
00000000000000000ed7_0,0.0216,0.1703,0.3805,0.3808,0.2242,0.2602,0.2988,0.2906,0.2919,0.3043,0.331,0.3057,0.324,838,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0225,0.0255,0.0255,0,0.1256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.295450883654745,31.99057931924337]}"
00000000000000000ed8_0,0.02165,0.05885,0.25015,0.18225,0.0777,0.1119,0.1464,0.17785,0.21905,0.2447,0.2496,0.26555,0.2569,839,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00825,0.01135,0.0148,0,0.13355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.246762195255464,31.949616142287518]}"
00000000000000000ed9_0,0.0219,0.0483,0.03255,0.0251,0.0875,0.1334,0.1572,0.1447,0.08135,0.08835,0.0788,0.06005,0.12355,840,4.0E-4,0.0,0.0,0.0,0.0,5.0E-4,0.00895,0.0135,0.0161,0,0.09095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.25296057071589,31.95159243591258]}"
00000000000000000eda_0,0.0216,0.0348,0.1594,0.0968,0.0501,0.07485,0.0716,0.11565,0.21125,0.2449,0.2655,0.2724,0.26215,841,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0051,0.0077,0.00745,0,0.13475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.25125377167606,31.94728052254881]}"
00000000000000000edb_0,0.0219,0.0572,0.26185,0.17765,0.0877,0.1249,0.159,0.19145,0.2438,0.2682,0.2895,0.29705,0.27005,842,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00885,0.0127,0.0163,0,0.13265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.24469607010199,31.95976710499807]}"
00000000000000000edc_0,0.0216,0.1476,0.346,0.3165,0.1376,0.1892,0.2398,0.2644,0.2754,0.2888,0.299,0.2956,0.3145,843,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0144,0.0192,0.0245,0,0.1374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33758187047995,31.877661088029544]}"
00000000000000000edd_0,0.0216,0.1344,0.3193,0.2963,0.1428,0.182,0.225,0.2427,0.264,0.2766,0.2876,0.2861,0.304,844,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0149,0.0187,0.0229,0,0.1375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.34611586567908,31.871552544097533]}"
00000000000000000ede_0,0.0216,0.1521,0.3546,0.3397,0.1664,0.2092,0.2406,0.2689,0.2742,0.2801,0.2724,0.2807,0.3176,845,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.017,0.0213,0.0246,0,0.144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33857001729248,31.874157658421478]}"
00000000000000000edf_0,0.0216,0.1557,0.391,0.3815,0.1658,0.2332,0.2744,0.2932,0.3081,0.3146,0.32,0.3076,0.2942,846,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0169,0.0237,0.0255,0,0.147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.34404974052561,31.87245085938165]}"
00000000000000000ee0_0,0.0216,0.1531,0.3222,0.3109,0.151,0.1814,0.2126,0.2434,0.2417,0.2483,0.2338,0.2489,0.283,847,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0153,0.0185,0.0217,0,0.1403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.340995468559605,31.874516984535127]}"
00000000000000000ee1_0,0.0192,0.0959,0.3001,0.2495,0.1252,0.1698,0.223,0.248,0.2849,0.3008,0.285,0.3135,0.291,848,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0127,0.0173,0.0227,0,0.3284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.45743834668214,14.510441868618425]}"
00000000000000000ee2_0,0.0192,0.0871,0.2786,0.2356,0.1094,0.151,0.1886,0.2197,0.2373,0.2461,0.2424,0.2551,0.2574,849,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0116,0.0153,0.0191,0,0.3025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.45671969445484,14.501189221191993]}"
00000000000000000ee3_0,0.0192,0.0846,0.2698,0.2286,0.1003,0.1484,0.1906,0.234,0.2502,0.2626,0.2492,0.2719,0.2557,850,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0101,0.0151,0.0194,0,0.3138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.46291806991527,14.483222915509604]}"
00000000000000000ee4_0,0.0192,0.0869,0.3027,0.2685,0.0975,0.1438,0.1858,0.2521,0.279,0.2896,0.277,0.294,0.2987,851,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0099,0.0147,0.0189,0,0.3091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.46911644537569,14.477204203106002]}"
00000000000000000ee5_0,0.0346,0.08885,0.2636,0.238,0.08535,0.1251,0.1603,0.20165,0.2299,0.24945,0.2146,0.25015,0.2678,852,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0088,0.01275,0.0164,0,0.3116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.552210609156745,14.392133745699883]}"
00000000000000000ee6_0,0.03455,0.0916,0.2778,0.24805,0.09625,0.1694,0.1833,0.2221,0.249,0.2612,0.2704,0.27805,0.27045,853,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0099,0.0172,0.0186,0,0.3242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.54394610854285,14.390786272773704]}"
00000000000000000ee7_0,0.03455,0.0887,0.2815,0.2542,0.10745,0.1709,0.2192,0.2473,0.29675,0.30165,0.2595,0.3026,0.27905,854,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01095,0.0175,0.02235,0,0.313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53711891238354,14.384767560370104]}"
00000000000000000ee8_0,0.03455,0.0727,0.25415,0.2043,0.0796,0.1307,0.1581,0.1841,0.24545,0.2767,0.26505,0.28475,0.27635,855,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0082,0.01335,0.0161,0,0.31705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.51987125892844,14.395457512251125]}"
00000000000000000ee9_0,0.0346,0.0553,0.2279,0.2004,0.08225,0.1241,0.1639,0.1821,0.1845,0.19585,0.19595,0.2038,0.21065,856,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0084,0.01265,0.0167,0,0.3043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53640026015624,14.435342710866033]}"
00000000000000000eea_0,0.03455,0.07265,0.27515,0.23065,0.08455,0.1273,0.1593,0.2009,0.24185,0.2589,0.24125,0.2773,0.2681,857,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00845,0.0131,0.01635,0,0.3074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.56038527824224,14.443337716894696]}"
00000000000000000eeb_0,0.0499,0.029,0.39,0.3012,0.0577,0.1216,0.1914,0.2397,0.2808,0.302,0.2884,0.3129,0.3121,858,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0061,0.0124,0.0191,0,0.3098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.714266686411904,14.35152989485768]}"
00000000000000000eec_0,0.0499,0.0236,0.3156,0.2378,0.0459,0.099,0.1344,0.1902,0.2737,0.3024,0.3055,0.3173,0.3081,859,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0046,0.0102,0.0137,0,0.3197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.70321740841724,14.344882361755197]}"
00000000000000000eed_0,0.0499,0.0233,0.3163,0.2425,0.0415,0.0957,0.1432,0.1867,0.2825,0.3103,0.3078,0.3321,0.3324,860,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0041,0.0099,0.0147,0,0.3097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.712200561258435,14.331587295550229]}"
00000000000000000eee_0,0.05,0.0275,0.078,0.0552,0.0659,0.1148,0.1486,0.177,0.1717,0.1792,0.1618,0.1691,0.2152,861,0.0025,0.0,0.0,0.0,0.0,8.0E-4,0.0067,0.0117,0.0152,0,0.3389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.68605958649055,14.312902337640542]}"
00000000000000000eef_0,0.05,0.0392,0.2774,0.2107,0.0619,0.116,0.1526,0.2064,0.2553,0.2745,0.2762,0.3052,0.3025,862,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0063,0.0117,0.0155,0,0.3144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.664769514256925,14.333563589175291]}"
00000000000000000ef0_0,0.0192,0.0682,0.4042,0.3396,0.0872,0.1426,0.237,0.2643,0.2967,0.3179,0.2972,0.3228,0.3235,863,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0088,0.0146,0.0242,0,0.3019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.44989249829553,14.687230316533146]}"
00000000000000000ef1_0,0.0191,0.0683,0.4048,0.2843,0.0913,0.1428,0.2134,0.2835,0.3311,0.352,0.3418,0.3704,0.3593,864,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0092,0.0146,0.0217,0,0.2992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48492679437619,14.660011363424324]}"
00000000000000000ef2_0,0.0192,0.0683,0.4156,0.3264,0.083,0.1354,0.2366,0.2644,0.312,0.3256,0.3168,0.3337,0.3424,865,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0085,0.0138,0.0241,0,0.2949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.51376271499643,14.631444937389324]}"
00000000000000000ef3_0,0.0191,0.0754,0.4506,0.3492,0.0967,0.1534,0.2466,0.2999,0.3288,0.3431,0.3348,0.3545,0.3512,866,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0098,0.0156,0.0251,0,0.2958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.51852378600226,14.665940244299513]}"
00000000000000000ef4_0,0.05,0.0873,0.2833,0.25,0.0819,0.1268,0.1788,0.2373,0.2603,0.2801,0.227,0.2882,0.2764,867,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0083,0.0132,0.0184,0,0.3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.54448509771332,14.374975923773201]}"
00000000000000000ef5_0,0.05,0.0466,0.2227,0.177,0.0705,0.1156,0.1554,0.1716,0.2072,0.2261,0.2012,0.2538,0.2795,868,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0073,0.0118,0.0158,0,0.315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.543856277014434,14.344972193283608]}"
00000000000000000ef6_0,0.0499,0.0359,0.2933,0.2209,0.0626,0.1132,0.1494,0.2019,0.2578,0.2836,0.2739,0.3118,0.3203,869,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0065,0.0117,0.0152,0,0.3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53352565124706,14.364285971892178]}"
00000000000000000ef7_0,0.0521,0.0306,0.3122,0.23635,0.0684,0.1291,0.1683,0.2223,0.26745,0.2869,0.2747,0.3136,0.28645,870,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00715,0.0132,0.0171,0,0.3027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.01591638453739,14.24472020757587]}"
00000000000000000ef8_0,0.0521,0.09905,0.36625,0.30545,0.0711,0.1356,0.205,0.23895,0.25105,0.268,0.2618,0.2922,0.30045,871,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00735,0.01395,0.0208,0,0.30295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.00971800907697,14.247415153428229]}"
00000000000000000ef9_0,0.0193,0.0573,0.2012,0.1216,0.0656,0.1072,0.092,0.1427,0.2837,0.316,0.3082,0.3298,0.3185,872,3.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0066,0.0109,0.0094,0,0.3579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.361947431980234,14.741488559693966]}"
00000000000000000efa_0,0.0193,0.0701,0.0454,0.0367,0.0797,0.1196,0.1486,0.1664,0.1449,0.1522,0.1328,0.128,0.0817,873,0.0013,0.0,0.0,0.0,0.0,6.0E-4,0.0082,0.0122,0.0151,0,0.2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.368864459667954,14.724869726937754]}"
00000000000000000efb_0,0.0193,0.0689,0.0471,0.037,0.0781,0.1234,0.1566,0.1751,0.1498,0.1585,0.1396,0.1323,0.083,874,0.0016,0.0,0.0,0.0,0.0,6.0E-4,0.0081,0.0126,0.0159,0,0.2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.368145807440655,14.702950834005238]}"
00000000000000000efc_0,0.0192,0.0703,0.0407,0.032,0.081,0.121,0.1548,0.1689,0.145,0.1521,0.1344,0.1252,0.0778,875,0.001,0.0,0.0,0.0,0.0,7.0E-4,0.0082,0.0123,0.0159,0,0.2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.368145807440655,14.686332001249028]}"
00000000000000000efd_0,0.0192,0.105,0.3143,0.2872,0.1166,0.1562,0.2006,0.2358,0.2435,0.258,0.2546,0.2665,0.2661,876,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0121,0.0159,0.0204,0,0.3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.09290200438643,14.668186032509812]}"
00000000000000000efe_0,0.0192,0.09405,0.29375,0.25935,0.1171,0.1606,0.1995,0.2093,0.26375,0.29075,0.2855,0.30235,0.29645,877,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01185,0.01635,0.0204,0,0.2979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.09011722700566,14.664233445259686]}"
00000000000000000eff_0,0.0192,0.0854,0.3108,0.2696,0.0935,0.1268,0.1564,0.2058,0.2418,0.2584,0.2498,0.2787,0.2769,878,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.013,0.016,0,0.2994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.22468485656677,14.707352578897424]}"
00000000000000000f00_0,0.0192,0.0934,0.3735,0.3162,0.1064,0.1492,0.1936,0.2292,0.2735,0.2967,0.2938,0.3235,0.3129,879,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0109,0.0152,0.0198,0,0.3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.22540350879407,14.702052518721118]}"
00000000000000000f01_0,0.0192,0.0978,0.3033,0.2703,0.1114,0.1472,0.1874,0.2097,0.2336,0.2487,0.2434,0.269,0.2765,880,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0113,0.015,0.0191,0,0.2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.23573413456144,14.628300833894906]}"
00000000000000000f02_0,0.0192,0.10085,0.3353,0.2971,0.1201,0.1639,0.1996,0.23675,0.26005,0.2744,0.2689,0.2958,0.30635,881,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01235,0.01675,0.02035,0,0.2907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.016006216065804,14.571167981824905]}"
00000000000000000f03_0,0.0192,0.08025,0.32785,0.2733,0.09225,0.1403,0.1671,0.2121,0.25995,0.28055,0.2735,0.29985,0.29565,882,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00955,0.0142,0.01695,0,0.2918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.02903178768553,14.574491748376147]}"
00000000000000000f04_0,0.0192,0.0834,0.2983,0.2247,0.10255,0.1454,0.1563,0.2048,0.26785,0.29015,0.2981,0.31575,0.2998,883,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01045,0.01485,0.016,0,0.2956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.04618960961222,14.581857933705926]}"
00000000000000000f05_0,0.0192,0.0848,0.29245,0.23335,0.1048,0.1413,0.1671,0.2093,0.2482,0.26785,0.2628,0.28565,0.27005,884,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0106,0.0144,0.01705,0,0.287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.072240752851684,14.543949028716083]}"
00000000000000000f06_0,0.0192,0.0865,0.2905,0.23145,0.1028,0.1381,0.1642,0.20045,0.2336,0.25235,0.2583,0.27195,0.2698,885,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01055,0.0141,0.0167,0,0.2802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.07089327992551,14.533977729062356]}"
00000000000000000f07_0,0.0192,0.1017,0.3035,0.26315,0.1092,0.1537,0.1854,0.21395,0.22955,0.2386,0.2456,0.25495,0.277,886,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0113,0.01565,0.0188,0,0.27535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.06954580699933,14.512687656828723]}"
00000000000000000f08_0,0.0192,0.08625,0.2599,0.19965,0.0871,0.1232,0.1269,0.1773,0.23945,0.2525,0.2701,0.275,0.28355,887,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.00905,0.0125,0.01295,0,0.2827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.06613220891967,14.506668944425122]}"
00000000000000000f09_0,0.0192,0.1007,0.3325,0.2817,0.1164,0.1626,0.2142,0.2676,0.2939,0.3074,0.2988,0.3181,0.2995,888,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0119,0.0166,0.0218,0,0.3108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42590748020954,14.578534167154684]}"
00000000000000000f0a_0,0.0192,0.0834,0.2693,0.2181,0.0883,0.129,0.16,0.2197,0.2541,0.2722,0.262,0.2844,0.2697,889,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.009,0.0132,0.0163,0,0.3173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.41144460413522,14.599105587161022]}"
00000000000000000f0b_0,0.0192,0.0924,0.3096,0.2507,0.0949,0.1278,0.1622,0.2287,0.2774,0.2952,0.2988,0.3198,0.2997,890,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0096,0.013,0.0165,0,0.3005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.3895257112027,14.640248427173695]}"
00000000000000000f0c_0,0.0192,0.1014,0.3158,0.2934,0.146,0.1666,0.2158,0.2431,0.2596,0.2705,0.2754,0.282,0.2785,891,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.015,0.017,0.022,0,0.2992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.33661494096806,14.578174841041037]}"
00000000000000000f0d_0,0.0192,0.0906,0.2934,0.2304,0.0919,0.1394,0.1618,0.1943,0.2725,0.2949,0.3016,0.3304,0.2962,892,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0094,0.0141,0.0164,0,0.3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.33733359319535,14.575839221302326]}"
00000000000000000f0e_0,0.0192,0.0849,0.2931,0.2472,0.1074,0.1434,0.1772,0.214,0.2434,0.2645,0.2378,0.2823,0.2907,893,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.011,0.0146,0.0181,0,0.3002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.34038786516136,14.573862927677263]}"
00000000000000000f0f_0,0.0192,0.0942,0.2899,0.2675,0.1084,0.1594,0.1682,0.2258,0.2764,0.2982,0.3012,0.3045,0.29,894,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.011,0.0162,0.0172,0,0.3218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.335267468041884,14.574851074489795]}"
00000000000000000f10_0,0.0192,0.0876,0.2586,0.2194,0.0691,0.103,0.1154,0.1808,0.2164,0.236,0.2298,0.2576,0.2693,895,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.007,0.0105,0.0118,0,0.3055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.33661494096806,14.573503601563615]}"
00000000000000000f11_0,0.05,0.0745,0.3247,0.2873,0.0854,0.1394,0.2088,0.2485,0.251,0.2637,0.2532,0.2716,0.2647,896,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0088,0.0142,0.0213,0,0.2918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.2166898505381,14.33401274681735]}"
00000000000000000f12_0,0.0499,0.0672,0.2738,0.2195,0.094,0.1268,0.1664,0.201,0.2146,0.2379,0.2344,0.261,0.2707,897,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0095,0.013,0.0171,0,0.2842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.21444406232781,14.33536021974353]}"
00000000000000000f13_0,0.0499,0.0871,0.3126,0.2768,0.1182,0.1666,0.2218,0.231,0.2308,0.2402,0.2444,0.2627,0.2634,898,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0116,0.017,0.0226,0,0.2943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.21651018748128,14.33302460000482]}"
00000000000000000f14_0,0.05,0.0721,0.2906,0.2473,0.0926,0.141,0.191,0.2229,0.2467,0.2715,0.2423,0.2784,0.2629,899,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0096,0.0145,0.0196,0,0.2846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.21686951359493,14.330958474851345]}"
00000000000000000f15_0,0.05,0.0875,0.3042,0.2656,0.123,0.1566,0.2084,0.2202,0.2289,0.2427,0.2416,0.2625,0.2599,900,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0124,0.016,0.0212,0,0.2899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19180651716799,14.348475622891675]}"
00000000000000000f16_0,0.05,0.0832,0.2986,0.2593,0.0877,0.139,0.1822,0.2253,0.2311,0.2364,0.2144,0.2593,0.2579,901,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0091,0.0143,0.0186,0,0.2902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19090820188387,14.346319666209787]}"
00000000000000000f17_0,0.05,0.0808,0.2897,0.2415,0.073,0.11,0.137,0.2038,0.2217,0.2347,0.2377,0.2638,0.2471,902,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0075,0.0112,0.0138,0,0.2906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19027938118499,14.347307813022319]}"
00000000000000000f18_0,0.05,0.0785,0.2661,0.2161,0.0987,0.1396,0.1758,0.1864,0.2101,0.2267,0.2386,0.2554,0.2616,903,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0102,0.0142,0.0178,0,0.2912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19180651716799,14.345780677039317]}"
00000000000000000f19_0,0.05,0.0919,0.3035,0.2596,0.116,0.1496,0.1992,0.2358,0.2557,0.2632,0.2308,0.2773,0.2664,904,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.0119,0.0152,0.0203,0,0.3055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.192704832452115,14.37219114639243]}"
00000000000000000f1a_0,0.05,0.1005,0.3064,0.2645,0.0973,0.1416,0.1858,0.2292,0.2593,0.2785,0.2974,0.303,0.2703,905,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.01,0.0144,0.0189,0,0.3087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19405230537829,14.371202999579898]}"
00000000000000000f1b_0,0.05,0.0827,0.2918,0.2384,0.0786,0.1266,0.1606,0.2077,0.2292,0.249,0.2708,0.2741,0.2717,906,0.0,0.0,0.0,0.0,0.0,5.0E-4,0.008,0.0128,0.0164,0,0.306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.191986180224816,14.371831820278782]}"
